x,y,z,qx,qy,qz,qw
-1.54651,4.30646,0.226436,0.597127,-0.325316,0.732819,0.732819
-1.53879,4.3563,0.227287,0.59497,-0.32781,0.733182,0.733182
-1.53078,4.40915,0.225208,0.593441,-0.329845,0.733144,0.733144
-1.52094,4.46047,0.22011,0.592595,-0.331049,0.732881,0.732881
-1.50873,4.51103,0.213498,0.592472,-0.331903,0.7322,0.7322
-1.49541,4.56063,0.205092,0.592967,-0.333158,0.730882,0.730882
-1.48111,4.6104,0.197621,0.593967,-0.333697,0.729637,0.729637
-1.46576,4.65998,0.193351,0.595774,-0.331654,0.72911,0.72911
-1.44893,4.70859,0.193386,0.598056,-0.331856,0.727162,0.727162
-1.43028,4.75446,0.197105,0.600657,-0.334622,0.723718,0.723718
-1.4101,4.79417,0.202594,0.602813,-0.340377,0.71916,0.71916
-1.39686,4.83544,0.208143,0.60426,-0.347719,0.714432,0.714432
-1.38821,4.87524,0.214387,0.604962,-0.349129,0.713552,0.713552
-1.38182,4.91396,0.221761,0.604909,-0.344225,0.716618,0.716618
-1.37818,4.95437,0.228396,0.604605,-0.338318,0.72019,0.72019
-1.37315,4.99359,0.233296,0.604368,-0.333411,0.722993,0.722993
-1.36748,5.0334,0.234242,0.603971,-0.328761,0.725666,0.725666
-1.36184,5.07378,0.232097,0.603356,-0.323556,0.728669,0.728669
-1.35607,5.11527,0.226809,0.602521,-0.318385,0.73173,0.73173
-1.35041,5.15801,0.219733,0.601631,-0.314484,0.734194,0.734194
-1.34498,5.20143,0.210495,0.600801,-0.312643,0.735672,0.735672
-1.33997,5.24797,0.1994,0.599865,-0.312956,0.736299,0.736299
-1.33483,5.29268,0.18834,0.598583,-0.312612,0.737494,0.737494
-1.33245,5.34261,0.180876,0.596712,-0.30885,0.740608,0.740608
-1.33079,5.39504,0.178825,0.594673,-0.305282,0.743731,0.743731
-1.32939,5.44663,0.180311,0.592075,-0.304147,0.746263,0.746263
-1.32764,5.50159,0.185253,0.590008,-0.305281,0.747421,0.747421
-1.32326,5.55345,0.189619,0.588832,-0.311242,0.745853,0.745853
-1.31741,5.60532,0.193309,0.588216,-0.318722,0.743131,0.743131
-1.311,5.65361,0.198128,0.587705,-0.323917,0.74125,0.74125
-1.30423,5.70227,0.205504,0.587198,-0.327872,0.739845,0.739845
-1.29714,5.75251,0.213571,0.586578,-0.332974,0.737905,0.737905
-1.29006,5.80353,0.220582,0.585798,-0.33695,0.736502,0.736502
-1.28279,5.85223,0.223475,0.58499,-0.338677,0.736109,0.736109
-1.27439,5.90175,0.22348,0.584592,-0.339548,0.735725,0.735725
-1.26485,5.95343,0.220911,0.584876,-0.340639,0.734609,0.734609
-1.25393,6.00333,0.216089,0.585688,-0.340731,0.733533,0.733533
-1.24255,6.05438,0.209075,0.586973,-0.339341,0.732826,0.732826
-1.23025,6.10486,0.200869,0.588602,-0.338208,0.731744,0.731744
-1.21675,6.15525,0.193052,0.590529,-0.337162,0.730463,0.730463
-1.20307,6.20731,0.187924,0.592829,-0.333462,0.730318,0.730318
-1.18718,6.25721,0.186429,0.595597,-0.329929,0.729787,0.729787
-1.1706,6.3064,0.18942,0.598438,-0.328406,0.728269,0.728269
-1.15511,6.35528,0.195525,0.601235,-0.330362,0.725121,0.725121
-1.14058,6.3991,0.202164,0.60348,-0.337321,0.71999,0.71999
-1.12957,6.44013,0.209268,0.605115,-0.341856,0.716719,0.716719
-1.12284,6.48062,0.216938,0.606187,-0.338868,0.717904,0.717904
-1.11941,6.52243,0.224261,0.606761,-0.332055,0.721299,0.721299
-1.1154,6.56183,0.230855,0.607312,-0.324484,0.724762,0.724762
-1.11076,6.60352,0.233749,0.608158,-0.31765,0.727343,0.727343
-1.10524,6.64499,0.23401,0.609096,-0.311874,0.729174,0.729174
-1.10005,6.68701,0.230662,-0.609925,0.306644,-0.730726,-0.730726
-1.09538,6.73086,0.224271,-0.610717,0.301512,-0.732169,-0.732169
-1.09085,6.77313,0.21558,-0.611473,0.296789,-0.733396,-0.733396
-1.0874,6.82016,0.204413,-0.612113,0.292449,-0.7345,-0.7345
-1.08553,6.86703,0.192406,-0.612291,0.288324,-0.735848,-0.735848
-1.08506,6.9172,0.18314,-0.611775,0.283108,-0.738134,-0.738134
-1.08505,6.96836,0.177877,-0.611046,0.277599,-0.740673,-0.740673
-1.08522,7.02145,0.177004,-0.610127,0.274711,-0.742438,-0.742438
-1.08418,7.07534,0.180847,-0.609694,0.274122,-0.743025,-0.743025
-1.08045,7.12738,0.186184,-0.610305,0.277445,-0.74137,-0.74137
-1.07501,7.17952,0.19149,-0.611484,0.282737,-0.738492,-0.738492
-1.06887,7.22947,0.199377,-0.612668,0.286295,-0.736222,-0.736222
-1.06149,7.27904,0.210033,-0.613748,0.290379,-0.733862,-0.733862
-1.05417,7.32906,0.220671,-0.614471,0.296153,-0.73112,-0.73112
-1.04725,7.37872,0.228619,-0.614804,0.301111,-0.728915,-0.728915
-1.04164,7.42704,0.231127,0.614976,-0.304053,0.727568,0.727568
-1.03454,7.47699,0.230726,0.615243,-0.305644,0.726634,0.726634
-1.02645,7.52784,0.228127,0.615779,-0.306028,0.725928,0.725928
-1.01734,7.57737,0.223385,0.616553,-0.305128,0.725533,0.725533
-1.008,7.62822,0.216537,0.617377,-0.303504,0.725379,0.725379
-0.998073,7.68113,0.208387,0.618363,-0.302079,0.724984,0.724984
-0.987154,7.73233,0.200694,0.619503,-0.29972,0.724896,0.724896
-0.975958,7.78408,0.19595,0.620861,-0.294038,0.726104,0.726104
-0.962854,7.83582,0.194339,0.622681,-0.289069,0.726617,0.726617
-0.948928,7.88785,0.196153,0.625006,-0.286604,0.72565,0.72565
-0.93349,7.93497,0.200763,0.627664,-0.288281,0.722675,0.722675
-0.919344,7.97997,0.205591,0.629856,-0.294343,0.718243,0.718243
-0.90898,8.02241,0.211107,0.631103,-0.297028,0.716098,0.716098
-0.903768,8.06673,0.218063,0.631205,-0.292609,0.718036,0.718036
-0.900308,8.1098,0.225081,0.630476,-0.286284,0.721378,0.721378
-0.896597,8.15307,0.230949,0.629562,-0.280587,0.724479,0.724479
-0.892299,8.19649,0.234446,0.628641,-0.275805,0.727135,0.727135
-0.887962,8.24086,0.234728,0.627646,-0.271801,0.729507,0.729507
-0.883486,8.28538,0.231716,0.62648,-0.268633,0.731681,0.731681
-0.879642,8.3314,0.226038,0.62511,-0.266089,0.73378,0.73378
-0.876262,8.37577,0.218428,0.623529,-0.264556,0.735675,0.735675
-0.873647,8.42345,0.207897,0.621798,-0.265084,0.736943,0.736943
-0.871515,8.46971,0.196434,0.61988,-0.26649,0.738045,0.738045
-0.871453,8.52143,0.187264,0.617217,-0.265119,0.740771,0.740771
-0.872384,8.57018,0.182172,0.61429,-0.262459,0.744149,0.744149
-0.874038,8.62269,0.181209,0.610835,-0.262027,0.74714,0.74714
-0.875097,8.67392,0.183937,0.60774,-0.263757,0.749051,0.749051
-0.873596,8.72341,0.187857,0.60569,-0.269671,0.748596,0.748596
-0.870039,8.77079,0.19101,0.604273,-0.277657,0.746803,0.746803
-0.865227,8.81687,0.195175,0.603267,-0.28433,0.745083,0.745083
-0.859394,8.86428,0.20307,0.602387,-0.289645,0.743704,0.743704
-0.852982,8.91137,0.21276,0.601378,-0.295706,0.742028,0.742028
-0.846838,8.95999,0.220646,0.600227,-0.300753,0.740764,0.740764
-0.84065,9.0075,0.225181,0.599186,-0.303554,0.740268,0.740268
-0.833979,9.05531,0.226139,0.598481,-0.305519,0.73977,0.73977
-0.824889,9.10624,0.224169,0.598326,-0.308171,0.738393,0.738393
-0.815153,9.15516,0.219565,0.598807,-0.310266,0.736633,0.736633
-0.804613,9.20418,0.213414,0.599753,-0.31001,0.73553,0.73553
-0.792867,9.25362,0.206327,0.60131,-0.308092,0.734696,0.734696
-0.779925,9.30275,0.199067,0.603364,-0.30595,0.73359,0.73359
-0.766665,9.3543,0.194551,0.605702,-0.302526,0.732897,0.732897
-0.753314,9.4079,0.193915,0.608698,-0.298626,0.731918,0.731918
-0.737255,9.45762,0.197074,0.611844,-0.297247,0.729793,0.729793
-0.721563,9.50477,0.20307,0.614793,-0.298004,0.727015,0.727015
-0.707185,9.54931,0.20873,0.617068,-0.303578,0.722734,0.722734
-0.696793,9.59048,0.213588,0.618401,-0.31023,0.718894,0.718894
-0.691321,9.63277,0.219458,0.618887,-0.310111,0.719177,0.719177
-0.689246,9.67372,0.225763,0.618607,-0.304151,0.722837,0.722837
-0.687466,9.71493,0.230462,0.617716,-0.297512,0.727019,0.727019
-0.685512,9.75446,0.233508,0.616833,-0.291733,0.730521,0.730521
-0.683402,9.79653,0.233273,0.615755,-0.286582,0.733716,0.733716
-0.680912,9.83912,0.229732,0.614645,-0.282032,0.736544,0.736544
-0.679113,9.87957,0.224385,0.613496,-0.278062,0.739079,0.739079
-0.676644,9.92562,0.215694,0.612314,-0.27493,0.741257,0.741257
-0.674228,9.97241,0.20531,0.61121,-0.273605,0.742665,0.742665
-0.673341,10.0238,0.193776,0.609849,-0.272923,0.744037,0.744037
-0.673803,10.0752,0.184815,0.608003,-0.270118,0.746571,0.746571
-0.674615,10.1272,0.17941,-0.606158,0.26728,-0.749088,-0.749088
-0.675469,10.1832,0.177551,0.604101,-0.268883,0.750176,0.750176
-0.675541,10.2371,0.180046,0.602486,-0.273818,0.74968,0.74968
-0.67358,10.2894,0.18497,0.601924,-0.281508,0.747254,0.747254
-0.669939,10.3377,0.189996,0.601932,-0.289205,0.744282,0.744282
-0.665108,10.3856,0.196608,0.602226,-0.294622,0.741906,0.741906
-0.659386,10.4349,0.206179,0.602533,-0.299362,0.739728,0.739728
-0.65443,10.4805,0.215777,0.602637,-0.304899,0.737301,0.737301
-0.64921,10.5259,0.223434,0.602502,-0.310212,0.735056,0.735056
-0.644791,10.5721,0.227418,0.602222,-0.314394,0.733319,0.733319
-0.639878,10.6212,0.228537,0.601971,-0.316784,0.732271,0.732271
-0.635173,10.6692,0.227074,0.602022,-0.317365,0.731713,0.731713
-0.629323,10.7175,0.223983,0.602485,-0.316141,0.73158,0.73158
-0.623125,10.7686,0.218897,0.603152,-0.313392,0.731938,0.731938
-0.615154,10.8194,0.212084,0.604023,-0.310073,0.732365,0.732365
-0.607006,10.8714,0.204357,0.605002,-0.306809,0.732703,0.732703
-0.598263,10.9231,0.197687,0.606041,-0.30355,0.733045,0.733045
-0.588659,10.9756,0.193973,0.607492,-0.300865,0.732859,0.732859
-0.578526,11.0242,0.193718,0.609262,-0.300714,0.731402,0.731402
-0.56799,11.0726,0.197511,0.610957,-0.303675,0.728737,0.728737
-0.55911,11.118,0.203354,0.611974,-0.311114,0.724668,0.724668
-0.55211,11.156,0.20931,0.612062,-0.319406,0.721043,0.721043
-0.550823,11.1936,0.215892,0.611282,-0.321006,0.721514,0.721514
-0.552995,11.2311,0.222227,0.609659,-0.316449,0.725624,0.725624
-0.555409,11.2691,0.226433,0.607552,-0.310525,0.730505,0.730505
-0.55716,11.3074,0.228517,0.605361,-0.305091,0.734931,0.734931
-0.559177,11.3464,0.227912,0.603006,-0.300446,0.738932,0.738932
-0.560433,11.3866,0.22445,0.600715,-0.296425,0.742473,0.742473
-0.561014,11.428,0.218617,-0.598784,0.293611,-0.745149,-0.745149
-0.561223,11.4727,0.210634,-0.597511,0.292976,-0.746408,-0.746408
-0.560053,11.5177,0.200577,-0.596937,0.294352,-0.74632,-0.74632
-0.559167,11.5653,0.189783,-0.596676,0.295729,-0.745979,-0.745979
-0.559552,11.6135,0.179335,-0.59623,0.29508,-0.746578,-0.746578
-0.560192,11.6657,0.172414,-0.595427,0.29293,-0.748046,-0.748046
-0.561994,11.7175,0.169709,-0.594706,0.292301,-0.748862,-0.748862
-0.564925,11.7675,0.170785,-0.593523,0.293235,-0.74944,-0.74944
-0.566629,11.8182,0.175239,-0.592909,0.295322,-0.749113,-0.749113
-0.566176,11.8665,0.179686,-0.593003,0.299521,-0.747374,-0.747374
-0.563823,11.9126,0.183371,-0.593483,0.304752,-0.744883,-0.744883
-0.560931,11.9589,0.189448,-0.594009,0.309425,-0.74255,-0.74255
-0.558365,12.0043,0.198204,-0.594203,0.313773,-0.740585,-0.740585
-0.55524,12.0507,0.206907,0.594008,-0.317785,0.739023,0.739023
-0.553044,12.0975,0.213018,0.59347,-0.320125,0.738404,0.738404
-0.550305,12.1452,0.216359,0.5928,-0.32072,0.73861,0.73861
-0.547225,12.192,0.217219,0.592307,-0.320714,0.73888,0.73888
-0.542937,12.2408,0.215116,0.592276,-0.320807,0.738667,0.738667
-0.537154,12.29,0.211109,0.592558,-0.319622,0.738727,0.738727
-0.53065,12.3398,0.205111,0.593073,-0.316973,0.739248,0.739248
-0.523672,12.3887,0.197434,0.593881,-0.314511,0.739464,0.739464
-0.515832,12.4368,0.189381,0.595001,-0.311624,0.739699,0.739699
-0.509206,12.4839,0.183085,0.596506,-0.305418,0.741183,0.741183
-0.501723,12.5319,0.178975,0.598629,-0.2994,0.742128,0.742128
-0.495748,12.5828,0.177632,0.601186,-0.295553,0.741843,0.741843
-0.48837,12.6283,0.180067,0.603849,-0.293976,0.740515,0.740515
-0.482785,12.669,0.183009,0.606199,-0.296177,0.737874,0.737874
-0.48158,12.7068,0.187147,0.607778,-0.294652,0.737367,0.737367
-0.483886,12.742,0.192672,-0.608155,0.284529,-0.741034,-0.741034
-0.488517,12.7782,0.199096,-0.607942,0.270838,-0.745913,-0.745913
-0.49085,12.8136,0.20552,-0.608234,0.259059,-0.749155,-0.749155
-0.491427,12.8491,0.208986,-0.609134,0.250748,-0.750501,-0.750501
-0.491545,12.8852,0.208926,-0.610473,0.245522,-0.750459,-0.750459
-0.491481,12.9226,0.205777,-0.612157,0.242332,-0.749556,-0.749556
-0.492785,12.9609,0.200367,-0.613791,0.239878,-0.748536,-0.748536
-0.495797,13.0021,0.193263,-0.614964,0.237725,-0.747874,-0.747874
-0.50022,13.0478,0.184981,-0.615602,0.236112,-0.747513,-0.747513
-0.50905,13.0885,0.175572,-0.615092,0.23339,-0.748358,-0.748358
-0.519862,13.1356,0.168707,-0.613526,0.228928,-0.750541,-0.750541
-0.533875,13.1801,0.165207,-0.611554,0.225237,-0.753013,-0.753013
-0.54878,13.2264,0.166498,-0.609335,0.224079,-0.755194,-0.755194
-0.564424,13.2725,0.172165,-0.606935,0.223429,-0.757469,-0.757469
-0.578733,13.3199,0.179186,-0.60528,0.225425,-0.758495,-0.758495
-0.591498,13.363,0.183939,-0.604486,0.230903,-0.757859,-0.757859
-0.60356,13.4039,0.187829,-0.604094,0.23561,-0.756976,-0.756976
-0.615998,13.4422,0.193308,-0.603699,0.237329,-0.756887,-0.756887
-0.628106,13.4812,0.199718,-0.60342,0.238463,-0.756981,-0.756981
-0.63962,13.5222,0.206223,-0.603377,0.239993,-0.756909,-0.756909
-0.650494,13.5668,0.211605,-0.603391,0.240759,-0.757075,-0.757075
-0.661917,13.6065,0.21426,-0.603413,0.240661,-0.757512,-0.757512
-0.673397,13.6471,0.215769,-0.603479,0.239527,-0.758211,-0.758211
-0.684393,13.6891,0.215393,-0.603884,0.237206,-0.758952,-0.758952
-0.69594,13.732,0.212996,-0.60463,0.233723,-0.759689,-0.759689
-0.706874,13.7752,0.209089,-0.605567,0.229148,-0.760511,-0.760511
-0.717713,13.8194,0.203959,-0.606853,0.224871,-0.760901,-0.760901
-0.728038,13.8638,0.198244,-0.608587,0.221958,-0.760498,-0.760498
-0.738938,13.9092,0.193979,-0.610251,0.219494,-0.759981,-0.759981
-0.749104,13.9553,0.19249,-0.612166,0.218661,-0.758801,-0.758801
-0.75743,14.0002,0.193214,-0.614643,0.22119,-0.75621,-0.75621
-0.766143,14.0437,0.195751,-0.617339,0.224191,-0.753148,-0.753148
-0.775503,14.0857,0.199499,-0.62006,0.226722,-0.750019,-0.750019
-0.784999,14.1237,0.203234,-0.622882,0.230987,-0.746188,-0.746188
-0.797409,14.1594,0.207437,-0.62504,0.233711,-0.743194,-0.743194
-0.813502,14.1961,0.212334,-0.625864,0.230908,-0.742691,-0.742691
-0.830575,14.2331,0.216537,-0.625934,0.225552,-0.743355,-0.743355
-0.845498,14.2677,0.22043,-0.626169,0.221395,-0.743569,-0.743569
-0.860079,14.3036,0.222493,-0.626541,0.219045,-0.743321,-0.743321
-0.875205,14.3397,0.222149,-0.626523,0.217118,-0.74336,-0.74336
-0.891194,14.3763,0.21919,-0.626047,0.214701,-0.743928,-0.743928
-0.908568,14.413,0.214066,-0.625352,0.212824,-0.744609,-0.744609
-0.925495,14.4528,0.206706,-0.624851,0.212243,-0.74493,-0.74493
-0.943571,14.4929,0.197814,-0.624145,0.212151,-0.745328,-0.745328
-0.963448,14.5342,0.188635,-0.622797,0.210917,-0.74649,-0.74649
-0.98505,14.5773,0.182366,-0.620953,0.209023,-0.748291,-0.748291
-1.00693,14.6226,0.17989,-0.61932,0.208806,-0.749729,-0.749729
-1.02995,14.6691,0.181898,-0.617746,0.210343,-0.750802,-0.750802
-1.05154,14.7161,0.18732,-0.616909,0.212728,-0.751097,-0.751097
-1.07068,14.7611,0.192382,-0.617427,0.217318,-0.749718,-0.749718
-1.08687,14.8076,0.196452,-0.618755,0.223106,-0.747333,-0.747333
-1.10139,14.8523,0.201753,-0.620623,0.228339,-0.744706,-0.744706
-1.11483,14.8967,0.209543,-0.622377,0.233153,-0.742413,-0.742413
-1.1283,14.9407,0.217672,-0.623743,0.23817,-0.740447,-0.740447
-1.1421,14.9862,0.223321,-0.624263,0.241652,-0.73955,-0.73955
-1.15694,15.0306,0.226263,-0.624031,0.242692,-0.739901,-0.739901
-1.1719,15.0757,0.226082,-0.623555,0.242385,-0.740807,-0.740807
-1.1866,15.1218,0.223473,-0.623226,0.240926,-0.741884,-0.741884
-1.20052,15.1706,0.218968,-0.623189,0.238146,-0.743053,-0.743053
-1.21276,15.2185,0.213026,-0.623685,0.235146,-0.743793,-0.743793
-1.22394,15.2644,0.205984,-0.624691,0.232939,-0.743811,-0.743811
-1.23425,15.3097,0.198139,-0.625943,0.229629,-0.743814,-0.743814
-1.2465,15.3584,0.191971,-0.627231,0.223238,-0.744469,-0.744469
-1.25685,15.4032,0.188899,-0.629153,0.216209,-0.744566,-0.744566
-1.26625,15.4479,0.190396,-0.631623,0.210304,-0.743754,-0.743754
-1.27323,15.4875,0.195361,-0.634692,0.20846,-0.741349,-0.741349
-1.28006,15.5257,0.201032,-0.638208,0.211975,-0.737148,-0.737148
-1.29079,15.561,0.206569,-0.640629,0.213223,-0.734124,-0.734124
-1.30548,15.595,0.21243,-0.640839,0.205995,-0.734538,-0.734538
-1.32242,15.6276,0.218319,-0.639567,0.193915,-0.736625,-0.736625
-1.33857,15.6575,0.223248,-0.6382,0.181812,-0.738253,-0.738253
-1.35429,15.6868,0.22589,-0.637479,0.171502,-0.738726,-0.738726
-1.36954,15.718,0.225538,-0.637516,0.163154,-0.738192,-0.738192
-1.38531,15.7469,0.223268,-0.638003,0.156239,-0.737054,-0.737054
-1.40213,15.7765,0.21877,-0.63847,0.149381,-0.735879,-0.735879
-1.42069,15.806,0.212016,-0.638794,0.142838,-0.734719,-0.734719
-1.44059,15.836,0.203083,-0.639239,0.137469,-0.733259,-0.733259
-1.46226,15.8631,0.192339,-0.639541,0.13259,-0.73167,-0.73167
-1.48652,15.8905,0.182703,-0.639183,0.12734,-0.730437,-0.730437
-1.51226,15.9188,0.175867,-0.639067,0.12303,-0.728876,-0.728876
-1.5391,15.9497,0.171174,-0.640044,0.122252,-0.726185,-0.726185
-1.56562,15.9774,0.168398,-0.642143,0.124481,-0.722129,-0.722129
-1.58945,15.9985,0.168591,-0.645219,0.126591,-0.716752,-0.716752
-1.61029,16.0173,0.169669,-0.648662,0.127059,-0.710364,-0.710364
-1.62892,16.0338,0.172222,-0.651145,0.12388,-0.704157,-0.704157
-1.64783,16.0504,0.177061,-0.652211,0.116693,-0.69888,-0.69888
-1.66671,16.0671,0.183179,-0.653344,0.109233,-0.693745,-0.693745
-1.68469,16.0833,0.187155,-0.655247,0.102344,-0.688333,-0.688333
-1.70392,16.1076,0.187711,-0.657844,0.0955917,-0.682588,-0.682588
-1.72284,16.1271,0.185504,-0.661005,0.0883237,-0.6766,-0.6766
-1.74211,16.1476,0.182797,-0.663532,0.0784924,-0.671094,-0.671094
-1.7632,16.1658,0.181231,-0.664497,0.0654553,-0.666389,-0.666389
-1.78681,16.185,0.179558,-0.663921,0.050142,-0.662433,-0.662433
-1.8113,16.2042,0.177413,-0.662868,0.0340675,-0.658618,-0.658618
-1.8366,16.2239,0.174093,-0.662548,0.0187716,-0.654282,-0.654282
-1.86276,16.244,0.17046,-0.662662,0.00381321,-0.649389,-0.649389
-1.89107,16.265,0.168189,-0.661821,-0.0126585,-0.644443,-0.644443
-1.91917,16.2852,0.167708,-0.661115,-0.0292849,-0.638868,-0.638868
-1.94675,16.3043,0.168922,-0.661374,-0.044442,-0.632198,-0.632198
-1.97422,16.3227,0.173054,-0.661447,-0.0598618,-0.624262,-0.624262
-1.99933,16.3393,0.177572,-0.662019,-0.074523,-0.614217,-0.614217
-2.02157,16.3526,0.182197,-0.663422,-0.0875176,-0.602204,-0.602204
-2.044,16.3621,0.187049,-0.662233,-0.102501,-0.58871,-0.58871
-2.06472,16.3668,0.192598,-0.654539,-0.123194,-0.573682,-0.573682
-2.08511,16.3696,0.197815,-0.641902,-0.147589,-0.557115,-0.557115
-2.10389,16.3695,0.202695,-0.629693,-0.170474,-0.539811,-0.539811
-2.12079,16.3736,0.205078,-0.621437,-0.189914,-0.522494,-0.522494
-2.13869,16.3805,0.204724,-0.615831,-0.206854,-0.505926,-0.505926
-2.15969,16.388,0.203908,-0.610505,-0.222859,-0.490155,-0.490155
-2.18235,16.3931,0.201736,-0.604996,-0.23805,-0.475219,-0.475219
-2.20581,16.3968,0.198153,-0.599725,-0.251937,-0.461323,-0.461323
-2.23076,16.3987,0.192954,-0.594455,-0.264864,-0.448128,-0.448128
-2.25919,16.401,0.185761,-0.588397,-0.277414,-0.43514,-0.43514
-2.28716,16.3971,0.178705,-0.581179,-0.289489,-0.422183,-0.422183
-2.3179,16.3905,0.173927,-0.572481,-0.301286,-0.409886,-0.409886
-2.34604,16.381,0.171825,-0.564193,-0.311967,-0.398812,-0.398812
-2.37805,16.3714,0.172192,-0.556997,-0.321324,-0.388816,-0.388816
-2.40847,16.3539,0.176735,-0.550064,-0.33008,-0.379038,-0.379038
-2.43626,16.3358,0.182799,-0.545579,-0.337614,-0.369019,-0.369019
-2.46576,16.3282,0.185464,-0.543984,-0.344115,-0.358606,-0.358606
-2.49293,16.3178,0.189708,-0.541645,-0.350921,-0.347654,-0.347654
-2.52154,16.3087,0.195416,-0.537114,-0.358483,-0.336444,-0.336444
-2.54785,16.2968,0.202863,-0.532395,-0.365644,-0.325943,-0.325943
-2.57468,16.2859,0.209463,-0.528569,-0.372387,-0.316572,-0.316572
-2.60237,16.2756,0.214353,-0.525448,-0.378896,-0.307997,-0.307997
-2.63037,16.2641,0.216659,-0.52303,-0.385199,-0.300147,-0.300147
-2.65983,16.2525,0.216386,-0.521488,-0.391403,-0.29293,-0.29293
-2.68995,16.2405,0.214173,-0.520043,-0.397883,-0.286007,-0.286007
-2.72108,16.2271,0.210856,-0.51853,-0.40457,-0.279175,-0.279175
-2.75337,16.2118,0.205879,-0.517096,-0.411134,-0.272534,-0.272534
-2.78592,16.1954,0.200572,-0.515929,-0.417664,-0.266066,-0.266066
-2.82036,16.1783,0.196565,-0.514424,-0.424225,-0.259226,-0.259226
-2.85524,16.1596,0.194757,-0.511088,-0.431025,-0.251437,-0.251437
-2.89131,16.1381,0.19423,-0.506507,-0.438325,-0.242536,-0.242536
-2.92773,16.1181,0.196781,-0.50218,-0.44551,-0.23276,-0.23276
-2.96441,16.0985,0.202071,-0.49801,-0.452535,-0.222505,-0.222505
-2.99953,16.0794,0.207435,-0.496201,-0.458479,-0.212348,-0.212348
-3.03077,16.0618,0.211494,-0.496173,-0.463446,-0.201876,-0.201876
-3.05962,16.0418,0.216414,-0.492798,-0.468295,-0.189626,-0.189626
-3.08475,16.0205,0.222476,-0.483115,-0.473738,-0.174574,-0.174574
-3.1094,15.9977,0.227748,-0.469999,-0.47968,-0.158622,-0.158622
-3.13438,15.9748,0.231766,-0.457399,-0.485838,-0.14415,-0.14415
-3.16245,15.9514,0.232571,-0.446795,-0.492333,-0.131971,-0.131971
-3.19017,15.928,0.232666,-0.436792,-0.498969,-0.121557,-0.121557
-3.21717,15.902,0.231076,-0.426775,-0.505594,-0.112714,-0.112714
-3.24663,15.8729,0.228088,-0.418227,-0.512146,-0.106339,-0.106339
-3.27698,15.8425,0.223782,-0.412473,-0.518455,-0.102664,-0.102664
-3.30622,15.8095,0.217642,-0.408745,-0.524291,-0.100351,-0.100351
-3.33347,15.7746,0.209832,-0.404549,-0.529384,-0.0974004,-0.0974004
-3.35682,15.7353,0.202222,-0.396975,-0.533745,-0.0928742,-0.0928742
-3.37703,15.6912,0.197942,-0.386143,-0.537571,-0.0873422,-0.0873422
-3.39555,15.6447,0.197379,-0.376335,-0.540748,-0.0829158,-0.0829158
-3.4173,15.6011,0.202269,-0.369666,-0.543531,-0.0804853,-0.0804853
-3.44105,15.5597,0.208464,-0.367624,-0.546329,-0.0797766,-0.0797766
-3.4662,15.5217,0.214101,-0.369409,-0.549313,-0.0794488,-0.0794488
-3.49006,15.4851,0.220223,-0.371094,-0.552137,-0.0785358,-0.0785358
-3.51113,15.4467,0.22807,-0.370415,-0.554628,-0.0770319,-0.0770319
-3.53032,15.4075,0.236625,-0.368691,-0.556799,-0.0759515,-0.0759515
-3.54878,15.3682,0.244549,-0.366662,-0.558573,-0.0757404,-0.0757404
-3.56717,15.3286,0.249875,-0.363903,-0.560202,-0.07587,-0.07587
-3.58562,15.2887,0.251974,-0.360237,-0.561801,-0.076078,-0.076078
-3.60592,15.2478,0.250574,-0.356384,-0.563717,-0.0768694,-0.0768694
-3.62599,15.205,0.247072,-0.353266,-0.566099,-0.0785791,-0.0785791
-3.64668,15.1612,0.242018,-0.350533,-0.568752,-0.0805738,-0.0805738
-3.66841,15.1167,0.235543,-0.347945,-0.571552,-0.0825591,-0.0825591
-3.6898,15.0715,0.229027,-0.345495,-0.574248,-0.0840141,-0.0840141
-3.71059,15.0245,0.223545,-0.342271,-0.576704,-0.0841752,-0.0841752
-3.73136,14.9771,0.220473,-0.338802,-0.579327,-0.0832737,-0.0832737
-3.75248,14.9306,0.219579,-0.33589,-0.582137,-0.0813786,-0.0813786
-3.77288,14.8858,0.222229,-0.332388,-0.584909,-0.0769916,-0.0769916
-3.78995,14.842,0.225906,-0.329003,-0.587195,-0.070196,-0.070196
-3.80412,14.8013,0.22939,-0.328318,-0.588999,-0.062601,-0.062601
-3.81533,14.7638,0.232925,-0.325512,-0.590323,-0.051856,-0.051856
-3.82287,14.7274,0.238482,-0.316941,-0.591273,-0.0370894,-0.0370894
-3.82816,14.6905,0.244074,-0.307138,-0.59227,-0.0222584,-0.0222584
-3.83849,14.6531,0.247216,-0.299802,-0.593826,-0.0106887,-0.0106887
-3.84939,14.6155,0.249809,-0.294742,-0.595923,-0.00183355,-0.00183355
-3.86053,14.5766,0.249649,-0.290644,-0.598017,0.00531772,0.00531772
-3.87226,14.5368,0.246557,-0.28642,-0.599931,0.0114685,0.0114685
-3.88247,14.4952,0.241224,-0.281877,-0.601489,0.0168786,0.0168786
-3.89157,14.452,0.234557,-0.2777,-0.602876,0.0210106,0.0210106
-3.90099,14.4073,0.226208,-0.274554,-0.604319,0.0237255,0.0237255
-3.90678,14.3614,0.217232,-0.272612,-0.605517,0.0254281,0.0254281
-3.91117,14.3132,0.209325,-0.26983,-0.606179,0.0271201,0.0271201
